DWZZJGDM,SJDWMC,DWXZMC,DWHYMC,GZZWLBMC,DWSZDDM
91110114102699924C,北京新雷能科技股份有限公司,其他企业（含民营企业等）,科学研究和技术服务业,其他专业技术人员,北京市昌平区
91440101190498531W,中国广电广州网络股份有限公司,国有企业,信息传输、软件和信息技术服务业,工程技术人员,广东省广州市海珠区
12100000425035209J,上海航天电子通讯设备研究所,其他事业单位,信息传输、软件和信息技术服务业,工程技术人员,上海市闵行区
91110000600001760P,用友网络科技股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,科学研究人员,北京市海淀区
91110108717743469K,百度在线网络技术（北京）有限公司,外商投资企业,信息传输、软件和信息技术服务业,工程技术人员,北京市海淀区
91120113MA06DFCJ6F,天津爱旭太阳能科技有限公司,其他企业（含民营企业等）,制造业,工程技术人员,天津市北辰区
91110114MA01DKC77H,中电智能科技有限公司,国有企业,科学研究和技术服务业,工程技术人员,北京市昌平区
911101083978285266,北京达佳互联信息技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,北京市海淀区
12440300MB2C92173E,深圳计算科学研究院,其他事业单位,信息传输、软件和信息技术服务业,工程技术人员,440301
916101316889843778,西安益登电子科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,陕西省西安市雁塔区
91110105690013756F,北京华大九天科技股份有限公司,国有企业,信息传输、软件和信息技术服务业,工程技术人员,北京市朝阳区
91310115MA1K470G91,中移（上海）信息通信科技有限公司,国有企业,信息传输、软件和信息技术服务业,其他专业技术人员,上海市浦东新区
91310000607306313R,上海科世达-华阳汽车电器有限公司,外商投资企业,制造业,工程技术人员,上海市嘉定区
91330000704692308R,浙江泰隆商业银行股份有限公司,其他企业（含民营企业等）,金融业,金融业务人员,浙江省杭州市上城区
91610138MA6TYTH4X5,西安宇视信息科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,陕西省西安市长安区
12100000418806554E,中原电子技术研究所（中国电子科技集团公司第二十七研究所）,科研设计单位,科学研究和技术服务业,科学研究人员,河南省郑州市市辖区
91330110596643970P,浙江菜鸟供应链管理有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,工程技术人员,浙江省杭州市余杭区
913101156745626329,乐鑫信息科技（上海）股份有限公司,外商投资企业,信息传输、软件和信息技术服务业,其他专业技术人员,上海市浦东新区
91330108MA2CEKCY7R,北京达佳互联信息技术有限公司杭州分公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,浙江省杭州市西湖区
9142000073269495XW,中国农业银行股份有限公司湖北省分行,国有企业,金融业,工程技术人员,420106
91610131MA6U0KAF64,西安睿奥电磁环境科技有限公司,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,陕西省西安市雁塔区
91120118MA06ANNU1M,联想（天津）有限公司,外商投资企业,信息传输、软件和信息技术服务业,其他人员,天津市滨海新区
916101315874094612,西安博而信电子信息科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,陕西省西安市碑林区
91610131MABYKT217P,陕西疯土网络科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,陕西省西安市未央区
914201007483125655,中建三局安装工程有限公司,国有企业,建筑业,工程技术人员,湖北省武汉市洪山区
911200008030612102,中国农业银行股份有限公司天津市分行,国有企业,金融业,工程技术人员,天津市河西区
12410000567250115A,河南应用技术职业学院,高等教育单位,教育,其他专业技术人员,河南省郑州市中原区
914419007480321175,OPPO广东移动通信有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,其他人员,广东省东莞市
91610131311105299K,西安知象光电科技有限公司,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,陕西省西安市雁塔区
91310115671143758E,中国电信股份有限公司上海分公司,国有企业,信息传输、软件和信息技术服务业,其他专业技术人员,上海市浦东新区
91450322708769464A,福达控股集团有限公司,其他企业（含民营企业等）,租赁和商务服务业,其他人员,广西桂林市临桂区
91330110088853074F,杭州雅拓信息技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,浙江省杭州市拱墅区
91360000158261067E,江西洪都航空工业集团有限责任公司,国有企业,制造业,工程技术人员,江西省南昌市青云谱区
91340000848942433L,中国银行股份有限公司安徽省分行,国有企业,金融业,其他专业技术人员,安徽省合肥市包河区
913201007871413751,南京中兴软件有限责任公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,科学研究人员,江苏省南京市雨花台区
913300002539329145,恒生电子股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,浙江省杭州市滨江区
91440300MA5EPN2R1X,深圳瑞德林生物技术有限公司,其他企业（含民营企业等）,制造业,其他人员,广东省深圳市南山区
400852798,北京宇航系统工程研究所,科研设计单位,科学研究和技术服务业,科学研究人员,北京市丰台区
91610113220601836L,航天五院西安分院,科研设计单位,科学研究和技术服务业,工程技术人员,陕西省西安市长安区
121000004287404487,中国民用航空三亚空中交通管理站,其他事业单位,交通运输、仓储和邮政业,其他专业技术人员,海南省三亚市天涯区
91330110MA7K8EEQ1N,杭州今日头条科技有限公司,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,浙江省杭州市市辖区
91110108397914168P,江苏运满满信息科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,江苏省南京市雨花台区
91420100682346278A,武汉齐腾投资集团有限公司,其他（含社会组织、国际组织等）,科学研究和技术服务业,科学研究人员,湖北省武汉市江夏区
913100007732781007,携程旅游网络技术（上海）有限公司,外商投资企业,信息传输、软件和信息技术服务业,工程技术人员,上海市长宁区
91370000163092376X,超越科技股份有限公司,国有企业,信息传输、软件和信息技术服务业,科学研究人员,山东省济南市历城区
91150105566946145H,中国三峡新能源（集团）股份有限公司内蒙古分公司,国有企业,电力、热力、燃气及水生产和供应业,其他人员,内蒙古呼和浩特市赛罕区
91410100749214393L,郑州宇通集团有限公司,其他企业（含民营企业等）,制造业,其他人员,河南省郑州市管城回族区
91310106MA1FYMXF0U,中国建筑第二工程局有限公司华东分公司,国有企业,建筑业,工程技术人员,上海市静安区
9144030027939160XU,深圳市索菱实业股份有限公司,其他企业（含民营企业等）,制造业,其他人员,上海市松江区
91320100704047384L,京东五星电器集团有限公司,其他企业（含民营企业等）,批发和零售业,商业和服务业人员,江苏省南京市玄武区
91370212733515001F,青岛民航凯亚系统集成有限公司,国有企业,信息传输、软件和信息技术服务业,工程技术人员,山东省青岛市城阳区
124301004488086300,长沙市规划信息服务中心,其他事业单位,信息传输、软件和信息技术服务业,其他专业技术人员,湖南省长沙市岳麓区
913301080845641797,杭州联吉技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,浙江省杭州市滨江区
91420100177688517B,武昌船舶重工集团有限公司,国有企业,制造业,工程技术人员,湖北省武汉市新洲区
133306003,上海卫星工程研究所,科研设计单位,科学研究和技术服务业,科学研究人员,上海市闵行区
91340100MA8Q49QH6C,合肥飞拓激光科技有限公司,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,安徽省巢湖市
12100000437201489M,中国科学院西安光学精密机械研究所,科研设计单位,科学研究和技术服务业,科学研究人员,陕西省西安市雁塔区
116101000133532354,西安市自然资源和规划局,机关,公共管理、社会保障和社会组织,公务员,陕西省西安市未央区
9111010175823883XX,北京澳晨国际教育投资有限公司,其他企业（含民营企业等）,租赁和商务服务业,办事人员和有关人员,北京市东城区
91310115MA1HB6GF58,上海芯满天半导体科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,上海市浦东新区
