SID,DWZZJGDM,satisfied
19140100185,91610131MAB0WKQ369,1
19150300024,91440300738806174Y,1
21030740010,911400007011347302,1
1602310159,81110000MC5953373T,1
1611310325,914301003964661646,1
20181213847,91610131668683606U,1
20181213880,91610131668683606U,1
20181213994,91610131668683606U,1
20181214050,91610131668683606U,1
20181214101,91610131668683606U,1
20181214240,91610131668683606U,1
18020300088,91320100724550809E,1
18020600032,91440300192317458F,1
18071110349,12610000435204555T,1
18140200220,916101383337315227,1
18021210098,913301007682254698,1
18041110308,12100000489558586R,1
19021110345,121000004352307294,1
19030500201,91440000730486030B,1
19050300072,91650100761141545G,1
20011210252,91610131668683606U,1
20011210333,91610131668683606U,1
20021210977,91610131668683606U,1
20031211478,91610131668683606U,1
20181214102,121000007721908440,1
19030500189,91510107749708799U,1
19040300062,91340000150229679Q,1
20061212369,91610000713594558X,1
1704110294,12620000438140606L,1
1706110332,91610000667952640E,1
18030100362,91110108MA00A2RM9M,1
20031211626,91110000781703453H,1
20051212253,916101316838525277,1
19021110502,91610000435232142D,1
20031211531,91100000100003962T,1
20041211908,91610131MAB0WKQ369,1
20061212350,91511500MA7DG0NA78,1
20071212541,91610000766315444U,1
20151213554,91610000920520236P,1
20151213607,91610131668683606U,1
20181214383,91310000703099764Y,1
20181214400,91150622318546994F,1
19069100255,91610400088077490F,1
19070100022,91440400192548256N,1
19020100044,91440400192548256N,1
19040400063,91611102MA7BB60147,1
19070100014,91611104MA6THADD33,1
19071110557,12520300429380333E,1
19080100028,91610131MA6UW29966,1
20081212637,12330109MB1H00366H,1
19030100028,91440600726521040E,1
19030100041,124403005521093031,1
19030100085,911101080628016980,1
19030100150,915000007530714446,1
19030500109,9111010867425041X0,1
19030500169,91320583251237758W,1
19030500336,913700001630477270,1
19030500338,91330402846465223H,1
19030100247,91610131MAB0HYLX6P,1
19050100122,91510122MA6BQQ1D3J,1
18023110236,91410700417087690D,1
20091212683,12610000435203464U,1
19180300029,913400006709283261,1
20011210270,91330108676770486E,1
20011210430,9113000060128757X4,1
20021211109,91610131668683606U,1
19030500076,11530129745284503C,1
20011210334,913100006778230255,1
20031211484,91100000100003962T,1
20181213979,91330110MA7MLK703J,1
19010100176,91610131MAB0WKQ369,1
19010100336,91610131MAB0WKQ369,1
19010100379,91440300MA5GY8J17Q,1
19040100039,91450000708731386G,1
19040100090,91440300MA5GYRY06K,1
19040100134,91370200MA3DHKKP30,1
19040400002,91441300733110602M,1
19040400077,91650100660605777E,1
19040500047,91350000710920936D,1
19050100006,91421300780912560J,1
19050500080,12100000400003702G,1
19069100036,91430000722592271H,1
20011210035,911101083978285266,1
20181214360,91610131668683606U,1
1611310322,916101316838525277,1
1702110205,12100000400010945B,1
1702110226,91320115MA1Q42FL71,1
18062023672,12610429MB2928718E,1
18062023681,11610100013423301M,1
18062023684,91110108600382049F,1
19020100258,91510100720342949A,1
19040500126,9161000078365435XM,1
19050100123,91340207MA2MQTN08Q,1
19050500136,914307250663596499,1
19140100217,91440300MA5HD4UH32,1
19200100076,914302007790310965,1
20011210368,12320200466305914T,1
20021210935,91610102920607171E,1
20011210126,91110000600001760P,1
20031211344,91610000920520236P,1
20031211670,914403001922038216,1
20041211928,916100009205248781,1
19040100149,9161000078365435XM,1
19040100157,91440300192317458F,1
19040300012,91140100110070798D,1
19040500001,91450000708731386G,1
19040500005,914100007457748527,1
19070100034,11610821016084229A,1
19090200009,91310114MA1GW5UY02,1
19090300022,91610131MA6UUDLLXY,1
19140200080,91510100MA6CGUWYXC,1
19140200227,91310000324560557D,1
19160100029,91421300780912560J,1
19160200019,91610131MAB0H8UJ8B,1
19010100226,91220101571145270J,1
19030500112,913500006110085113,1
19160100034,91370602MA3CMYU66J,1
19080200015,11130684K011160007,1
19030500184,91430000670770346D,1
19069100073,91370212718041506K,1
19140200079,91510100720342949A,1
20031211652,913206006739139048,1
20051212195,91610131668683606U,1
20151213438,91610131668683606U,1
20181213902,91610131668683606U,1
20181214388,91330106673959654P,1
19030100199,91420300063507079P,1
19030700012,914403001922038216,1
20021210595,91610131668683606U,1
20021211133,91610131668683606U,1
20021211222,91610000735369001Y,1
20031211397,91610131668683606U,1
19069100252,91440300MA5GEA5KX8,1
19090300007,91140000110012838P,1
20091212667,91440300192317458U,1
19040500030,914403007311028524,1
19140200180,91510100MA6AYELD0W,1
19159100050,11411300MB1971650X,1
20041211776,91640000750836106M,1
19051110076,916100002205216920,1
19090100007,91440300192317458F,1
19140200176,91320594MA1N9MW02K,1
19140200190,91440300MA5HD4UH32,1
20161213650,525100006922500776,1
19010100124,91370602MA3CMYU66J,1
19010100004,91440300674822959G,1
19040400057,913700007456765902,1
20071212573,12610100MB2A32734J,1
19180100022,915300006226003346,1
19180100127,91610131MABYKT217P,1
19180100137,91610131MAB0H8UJ8B,1
19020100313,9142010072576928XD,1
19020100239,91440300192267315G,1
19069100055,91430000722592271H,1
1604310256,91610000735354889H,1
18041110305,126100004372027642,1
18062023675,116102007836620341,1
19180100142,911101086003810384,1
19180300013,91440300192317458F,1
19200100017,91320200134756196A,1
19200300019,91611102MAB2T2JH2G,1
20021210837,12100000435230382X,1
20041110288,121000004352307294,1
20061212303,91410000170002324A,1
20051212183,91610131668683606U,1
20151213509,914403001922038216,1
20171213667,915101006630031225,1
20171213787,916100009205248781,1
19020100111,91440300MA5GY8J17Q,1
20151213600,91610000671504701D,1
19020100398,91610300220533749U,1
19020100408,913702113341616485,1
19030100219,91440300715297653W,1
21030140024,91440300553867739G,1
18062023686,12411200005802686D,1
20151213571,91110102064890700P,1
20111223143,12100000H0420141X7,1
20111223152,91610131MA6U1E4Y2Q,1
20161213653,52610000748610845J,1
20061212329,91610000920520236P,1
20061212354,91420100597900924B,1
19030100355,9113108275027983XC,1
19030100091,91110000801160143K,1
19030100443,91650100789869140B,1
19030500323,91611102MA7BB60147,1
19111110444,12330109MB1H00366H,1
19030500241,91140100083728338B,1
19030500285,91611105MAC4BYAP39,1
20061212373,11622900013955877L,1
20061212379,91610000667952640E,1
20061212518,12340000485002433U,1
20061212533,91610131MA710QFU2P,1
20061212536,91440300192317458F,1
19030700028,91110108562144110X,1
19039100001,91610301735380518E,1
20051212216,91440300192317458F,1
20181214273,914403005891698012,1
19050300010,91150100664096092X,1
20181214310,91310000703099764Y,1
19151110583,12610000437205105J,1
20011210012,913306007477034849,1
20011210043,914100007457748527,1
20011210062,9110000071092841XX,1
20011210196,91610131668683606U,1
20011210267,911000001000013428,1
20011210283,91610131MAB0QNPHX0,1
20063222455,116101167502037202,1
20063222472,116101226986075329,1
20071212562,9142010058487806XJ,1
20071212599,91410000719172532Q,1
20091212663,91410182353416802G,1
20111212690,91110108797556902W,1
20111212748,916101316838525277,1
20111212753,913502006120496576,1
19010100404,91370602MA3CMYU66J,1
19020700009,91340104MA2UQNNQ1X,1
19030500154,91440106MAC02UYC64,1
19069100120,91110108633691577R,1
20021210606,91610000671504701D,1
20031211428,91610000570658373Q,1
19180200002,11654301458398460M,1
19180200023,11440000007546655G,1
19200300048,91532625MA6K630Y5C,1
19040200005,91440410MA54ALLA7Y,1
19140200025,914403007741092105,1
20011210298,91440300192317458F,1
20011210327,91310000631137409B,1
20011210340,91610131668683606U,1
20011210342,91440300192317458F,1
20011210354,91310118685459112N,1
20011210395,9111000071093465XC,1
19030500029,91330000788831167A,1
19030500268,91610131688959083Q,1
19070100035,91610131678613716E,1
19080100033,91430100MA4M6LMA65,1
20121213207,52610000748610845J,1
19030700025,91310112798987659U,1
20011210115,91131122788699872N,1
20021210956,122100004635637743,1
20031211415,12100000H158013061,1
20031211598,91110108717743469K,1
20031211637,91110108596084056A,1
20171213747,916100009205248781,1
17040310042,91440300MA5G945G3J,1
19200100009,91440300192317458F,1
20011210412,91610131MAB0WKQ369,1
20011210427,91440300192317458F,1
20011210503,911100007334588792,1
20011210576,91110108717743469K,1
20021210619,91610131MAB0M25M4Q,1
20021210650,91110108558521630L,1
20099100039,91140800666601208L,1
20099100041,9144060070779772XN,1
20099100052,91320582060245579N,1
20099100054,52370687MJE339666T,1
20099100069,91440300MA5FUHLN1E,1
21031211634,91320100716207592F,1
21031211639,9111010279160212X8,1
21031211645,91110108717743469K,1
21031211651,91370200664518339N,1
21041211824,91310000703099764Y,1
21031211694,916101132206335558,1
21031211709,121000007178436549,1
21031211717,91330108676770486E,1
21031211720,914403001922038216,1
21141213489,91610131MA7H9J9J9M,1
21141213491,91320804MA26RHH403,1
21141213497,91340200MA8N8TNYXF,1
21141213502,91420100764602490E,1
21151213544,12990000458492828A,1
21151213563,91130000804326890K,1
21151213565,91440300674822959G,1
21151213659,11100000420003208X,1
20009100416,91450000708731386G,1
20009100436,91370600746560186C,1
20009100452,914403003582363684,1
20009100472,914403003582363684,1
20099100071,91410100798236580P,1
18021210096,124403004557453164,1
19010500088,91440900748020036U,1
19020100043,914413007436809912,1
19020100394,91330108699845890R,1
21031211725,12100000425013667B,1
19030500074,911101087855034088,1
19030500230,91330110MA2GKF240G,1
19040100010,91441300721118885X,1
19040600003,913210007908906337,1
19050100143,91610132MAC6JDCXXJ,1
21151213675,91140100110070798D,1
20009100027,91440300279454287J,1
20009100035,91441900735039205H,1
20009100057,91440300763458618K,1
19030100016,91110302717741973K,1
19030100057,91340104MA2UQNNQ1X,1
19040100042,913402007139708758,1
19030100088,9163000022658124XK,1
19030100136,913301080845641797,1
19050400017,92371425MAC280A83L,1
19063222624,12610000435204301X,1
19140100169,91510100720342949A,1
19140200103,91340104MA2UQNNQ1X,1
20009100058,91440300674822959G,1
20009100065,915200007753445386,1
20009100066,91440101739746644Y,1
20009100108,9132031257263528XP,1
20049200546,91650000998974860Q,1
20049200556,91650000998974860Q,1
20069100010,91440300715297653W,1
20099100081,9161000068159080XL,1
20111110258,121000004352307294,1
20121213210,12100000435230200R,1
19159100017,91611105MA7DDR2J4D,1
19160100023,916100007552203869,1
19200300032,91330301757092939D,1
19200300088,91440101MA5CXET85L,1
20009100006,91640100MAD4H8P32Q,1
20009100162,91440300674822959G,1
20069100029,9145080070864475XF,1
20069100038,91340000711771143J,1
20069100041,91440300MA5G945G3J,1
20069100051,91500107MA5YNT8G3C,1
20069100058,91440300MA5G1AQ17Q,1
20069100059,11522727009818263F,1
20069100062,91610400088077490F,1
20159100054,91610133MACJYBJF5P,1
20159100061,91610113MA713P3N2C,1
21031211736,91340000711771143J,1
21031211742,91510107MA6CLYQ522,1
21031211745,121000004352307962,1
21031211747,91610131MACHK1E80D,1
21031211758,91610000671504701D,1
21031211766,91330110MA2GKF240G,1
21031221785,91330108MA27Y3W39A,1
21041211801,91510107MA6CLYQ522,1
21041211817,91440300MA5GY8J17Q,1
20009100169,91510100MA6B5RL026,1
20009100175,915300007604174827,1
20009100221,91440300674822959G,1
20069100071,913402007139708758,1
20069100072,91440101725017352U,1
20069100093,91440300192317458F,1
20159100065,91510108MA6CTEG153,1
20159100067,913301000678586850,1
20159100072,52532524083252181C,1
20159100074,91320594MADCNJ9F9C,1
21041211821,916100002942059830,1
21041211827,91440300MA5GYC4Q7X,1
21041211833,911101083978285266,1
21041211857,916100002942059830,1
21041211868,914403001922038216,1
21041211885,916100002942059830,1
21041211896,91520114MA6EGJE17C,1
21041211908,91610112243870086Q,1
21041211912,91320100134974572K,1
21041211934,12100000435204408K,1
21151213681,122300004240104488,1
21151213685,91310000607671222U,1
21151213689,91340000MA8QGUX20G,1
21151213695,91370000679212826C,1
21151213707,91310000703099764Y,1
21151213709,91510000779841566Y,1
21151213728,91610131MAB0RLBCX0,1
21161213759,52610000735361616Q,1
21161213761,52370000MJD639659L,1
21161213763,12610100MB2952275A,1
20069100105,914403001922038216,1
20069100109,91440400192548256N,1
20069100117,91450000708731386G,1
20069100132,91440101749934315Y,1
21041211937,91650000625555217H,1
21041211945,91650000625555217H,1
21041211950,91440112574044897Q,1
21041211975,91420100177683003D,1
21041211988,91652327745204067H,1
21041212000,91610000745016111K,1
21041212004,91610131MAB0QXJJ5W,1
21041212021,121000004352300830,1
21041212023,91370200727805440H,1
21041212038,91610131294204008Y,1
21161213772,12410503577629647B,1
21161213775,12411200418247617Y,1
21161213777,124203224218550074,1
21161213780,52530700734337964C,1
21161213782,1210000043523253X6,1
21161213786,91610000220523604B,1
21171213808,91340000711771143J,1
21171213815,91511300671420655E,1
21171213817,91310000MA1H38T58K,1
20069100137,91321100MA1RA6NT8L,1
20069100141,91610112MA6UU44EXC,1
20069100147,916501007545517223,1
20069100157,91370105YA17565406,1
18111210128,12100000435231705W,1
19111110103,12330600471322006J,1
20179100101,915101007622864123,1
20179100108,91310117MA1J25NG87,1
21041212045,91610131MA6W2EY88J,1
21041212050,916101316838525277,1
21041212069,91110105754668875A,1
21041212082,91610000745016111K,1
21041222089,12510110MB0L93963R,1
21051212176,91510122MA61RT8E0E,1
21051212198,91410102681774094A,1
21051212221,91610131668683606U,1
21171213821,91310000703099764Y,1
21171213824,9144030071526726XG,1
21171213829,91310000703099764Y,1
21171213833,91610000735354889H,1
21171213868,91320191MA1YBC2M52,1
21171213876,91620000924331029B,1
21171213884,91110105MA019EX05G,1
21171213893,91440300192317458F,1
20069100168,91330000142911651L,1
20069100181,91450000708731386G,1
20069100187,91610113MAB10Y7N3A,1
20069100190,91500113MA5U7U4M9E,1
20069100198,526101137428136170,1
20180100001,11654301458398460M,1
20180100002,11654301458398460M,1
20180200002,11654301458398460M,1
21011210044,91610113220601836L,1
21011210065,91110108717743469K,1
21011210068,9144030071526726XG,1
21011210097,91610131552334914X,1
21011210128,91610102920607171E,1
21051212234,915101006630031225,1
21051212239,91610131MA6UUJ2R4L,1
21051212285,91370211MA3N0CYX2G,1
21051212292,9132050508781783X7,1
21051212298,91120000783342508F,1
21051212310,913302817342468784,1
21051212313,91440300MA5H1FT61D,1
21051212325,91610000435230446C,1
21171213901,91110108562144110X,1
21171213910,12610000752122457D,1
21171213920,121000004416239594,1
21171213927,9141000086995250X4,1
21171213932,9144030071526726XG,1
21171213949,12100000717814546Q,1
21171213951,91110117MA017C682B,1
20069100203,91610131MA7C1WAA9G,1
20069100211,91440300192317458F,1
20069100228,91330100MA27YTKRXE,1
20069100233,91321100MA1RA6NT8L,1
21011210157,91320100716207592F,1
21011210181,91310000703099764Y,1
21011210186,12100000717824760B,1
21011210191,91310000703099764Y,1
21011210209,913301100947739005,1
21011210213,91610302741273997D,1
21011210233,91611104MABMAMRL50,1
21011210303,91310118MA1JMHRUXW,1
21051212328,91610131311105299K,1
21051222348,916101316838525277,1
21051222354,91610000727331281U,1
21071212674,11440400MB2D92676Y,1
21091212720,91610131678613716E,1
21091212730,123603214925903922,1
21091212737,52320111MJ5787227C,1
21091212740,91610131673262558K,1
21171213955,91310104MA1FRF5J8G,1
21171213958,91310000703099764Y,1
21171213960,91610131MA6W07LT77,1
21171213962,91110302MA01BWGJ2K,1
21171213973,916100002205216920,1
21171213982,91610131MAB0W6F97H,1
21171223983,91310000703099764Y,1
21171223987,91310000703099764Y,1
20069100236,91310112MACLRE5K91,1
20069100241,9114082679637789X2,1
20069100247,91610402MA7DD4HB12,1
20069100249,91540000064673298K,1
20079100004,913205945653373130,1
21011210355,91310000703099764Y,1
21011210367,913700001630477270,1
21011210370,91120116767613953K,1
21011210374,11610100013353710Y,1
21011210377,91330000720082446H,1
21041211952,91320114MA7LWY4U7A,1
21011210396,91320500714023378A,1
21011210418,91110108MA01PHDY1M,1
21011210421,91330110MA7K8EEQ1N,1
21091212754,126224213525236491,1
21111110137,12100000717814546Q,1
21111212760,91320214MA1R9H5T8X,1
